Frame,Center of Mass distance,Symmetry,Grounding,Arm fold,Leg fold,Kinetic Energy,Potential energy,Bone length coherence,Torque,Center velocity,extremity speed,extremity angular velocity (left arm),extremity angular velocity (right arm),extremity angular velocity (Left leg),extremity angular velocity (right leg),Partial joint attention,efficiency,Spatiality
1,0.9623140157058571,0.10624322246986324,0.9983924986837852,0.8599002693462362,0.8985763893343142,0.022874773890191467,0.4444444444444444,0.8854261175450884,0.02123964983313331,0.27963917364635843,0.07277242418746328,0.033838413364214504,0.09826858639039679,0.08894630532572644,0.019220282367244768,0.07020558439354621,0.945762393945593,0.36900242179067233
2,0.9689597132135139,0.11455763140772904,1.0,0.8563552580383249,0.9112650291975516,0.022874773890191467,0.4444444444444444,0.8856796204021785,0.02123964983313331,0.27963917364635843,0.07277242418746328,0.033838413364214504,0.09826858639039679,0.08894630532572644,0.019220282367244768,0.07020558439354621,0.945762393945593,0.36900242179067233
3,0.9741824735537242,0.12238513734232753,0.9995988314916515,0.8532257135955468,0.9223439895253879,0.022065547553366247,0.44333246367663304,0.8858392578614274,0.020127710782767906,0.27064664328250343,0.07467063171169562,0.038545919555889686,0.0976836113530474,0.08509468545268417,0.0046531953090539445,0.06854186130214934,0.945762393945593,0.36018384903841383
4,0.9790308668299357,0.13064638749072532,0.998354444985279,0.8504092358599069,0.9290704129344407,0.021727825980991714,0.4427519890593697,0.885981932135335,0.020790009373157527,0.2662142796381241,0.07880442202735438,0.04285638777828933,0.101493293401662,0.08280409830243697,0.004362026778971863,0.0691115218890371,0.9637819656659694,0.3688959266063462
5,0.9822303238454542,0.1389257705752503,0.9950721224564961,0.8488412687250916,0.9316161497726778,0.021489589683680487,0.44320834311611923,0.8861050329666419,0.02206461634048132,0.26276370049965664,0.0696472270308774,0.039372940564887667,0.10757400982895293,0.07880867451854648,0.005149166822681453,0.06989350663031228,0.945762393945593,0.3702011210221317
6,0.983345341208243,0.1465859331787649,0.9908785743158931,0.8473327088058884,0.9299261300289314,0.021703677388559592,0.44449286513441116,0.886210534110831,0.02402816457279305,0.2735225492752914,0.05579099245779823,0.03848606549060941,0.1056922022384665,0.07463575600651998,0.00785459621265628,0.06762298434186993,0.9504561732983525,0.38851588003465204
7,0.9850501890402574,0.1552030235055431,0.9877708556045534,0.8452718098797138,0.9146438371522696,0.022450544248677637,0.44553887760565075,0.8863556120113184,0.015779238859510495,0.2807055689633915,0.049572059050745396,0.04530936251598061,0.09432021692783432,0.07478382813847159,0.0024147587512737202,0.06341401689986473,0.9383030266068857,0.4803406638900068
8,0.9844761946202067,0.16139173133236676,0.9856209744650514,0.8428796326303987,0.9183218919965622,0.022530822390998594,0.44536116415352833,0.886489323883033,0.0247081232733747,0.27742295879807277,0.05366314380558961,0.04572850732014434,0.09064841933126012,0.07306906978136604,0.002663077173441206,0.06139405841723481,0.9288414485972308,0.33740703759782115
9,0.983819591868993,0.16772854941131268,0.9838619460722546,0.8393237602627615,0.921031258324517,0.021871936856017272,0.44440582335750906,0.886615731258102,0.02728225682414119,0.2761649961768563,0.0382679957559353,0.04222241936214381,0.09040618174775855,0.0652104320912922,0.003047297730910887,0.05835623018964402,0.9333699016106344,0.32731854642704133
10,0.9836415701074986,0.17410040349882341,0.9810801290157923,0.8347570192155456,0.924152827935272,0.02101104346749464,0.44388053946156814,0.8867155554651741,0.03012012537040451,0.2746489912502589,0.015463477367895283,0.044367515925119165,0.08606557960027819,0.05474966358896901,0.006000976529836534,0.0528057161959677,0.9825601693023427,0.30570467117008304
11,0.983103891224063,0.1774443011831459,0.9783743429432931,0.830366169962218,0.9268025156425898,0.019728978604950816,0.4436935909761746,0.8867879377245584,0.01987476678797926,0.26687010871513633,0.026587745723386846,0.04719808888832719,0.0816700383986271,0.04256976365120182,0.005591573411996538,0.04832554773260785,0.9851102948823235,0.28929038035260807
12,0.9822850640308288,0.17863512326210365,0.9773264143864376,0.827814903348194,0.9277781424559719,0.020369027014085776,0.44324660179706254,0.886844802640003,0.019579023629388948,0.2772543510404498,0.04588678717156153,0.05062116949792532,0.08039347258907578,0.034787744088455835,0.0020391286396331375,0.049130490782625415,0.9893697188397967,0.25781835930410224
13,0.9816534730919453,0.18096312957389088,0.9778806764388768,0.8253174384499756,0.9282848623449365,0.020933226443866425,0.4422551350194111,0.8868947545232247,0.02267552452611648,0.284290529630527,0.05589641817434684,0.0555364937736889,0.07391658856047166,0.029447226969688774,0.00278055861244969,0.04854490587531021,0.9850533689967356,0.23297786839042253
14,0.9789699654770426,0.18379240586170056,0.9791003815303547,0.8216192633582586,0.9282019533853668,0.020797945020789264,0.4410182241717971,0.8869386414089647,0.022040629854212613,0.28200770049608515,0.07729989668685541,0.05534773818479542,0.0740898268197141,0.023290129681483106,0.0035998678638476007,0.048539086876691076,0.9740858783026483,0.260060665611104
15,0.9719630686662561,0.1849183837415888,0.9808416056826856,0.8190698943841688,0.9257312362665979,0.021062734876925573,0.44004586953715663,0.8869807543722924,0.024292890079568003,0.29017262408680633,0.10826531160334432,0.05843941469449558,0.07487148996290986,0.01912161382388458,0.005022277541413946,0.04999158924652704,0.970785878168124,0.27501928760402633
16,0.9615860679649109,0.1835273910517239,0.983576657953032,0.8153089376642818,0.9224125234153389,0.021287461736253448,0.4391077903338808,0.8870230606620275,0.023973458519353997,0.3028778386699957,0.1376889653252369,0.0637847020716805,0.071418847427537,0.016159168827519294,0.002444579226819477,0.050701331062206555,0.9839364479047596,0.2961216942894134
17,0.9501108952306723,0.18239539450190007,0.9865803402978733,0.8122144484184812,0.9185338872197166,0.02096250299535919,0.4378128854446181,0.8870620878466997,0.015711368345641928,0.3001906401737371,0.1517340980577667,0.060587006970075255,0.062384785699348556,0.018986362240132008,0.003876360392593976,0.046114422251033925,0.9808663564840957,0.30641077309348885
18,0.9390730494928737,0.18188268180935974,0.9892643753959152,0.8102176140586045,0.9139407974917757,0.02219645157718471,0.4370557151113585,0.8871127906838681,0.015081180259660727,0.30380886140111585,0.14830988291538488,0.06183705168777981,0.05941260169778144,0.02257279883794832,0.008303899613231806,0.04546862001958547,0.9762104255162071,0.3049356560199531
19,0.9287597724619192,0.18100506015490436,0.9926614550420004,0.8091145613834556,0.9094188239195198,0.02344375701103098,0.43727270425392045,0.8871890378006827,0.025190350784630743,0.316736279258782,0.1298123854099648,0.07567258993051823,0.06784530967544858,0.019833874240452416,0.006906084310197851,0.05381921235223756,0.9747620182032287,0.2876908887066593
20,0.9198464971282744,0.1806947024419514,0.994623463238064,0.809604606852809,0.9056837562239826,0.02246048892614749,0.43805882028449433,0.887283350132375,0.021579008900730532,0.3116455395770922,0.11431030802245482,0.06666547149396451,0.06306349868924066,0.015798079875400058,0.010330968746393988,0.04864836381870194,0.9688197217012251,0.2888424851047148
21,0.9101441875418632,0.18014583886104546,0.994949261735325,0.8075266968209849,0.901999506283385,0.022225593062204282,0.43912816516094155,0.8873846965094235,0.014383598691140755,0.31079013487989243,0.12044579215924449,0.07820343578766356,0.054818581153804016,0.014890940073548114,0.007694603421558118,0.04988325635305034,0.9777658388691696,0.2883627439154976
22,0.8986319913064055,0.1772031842900343,0.9972812619156599,0.807974946722339,0.9189929911162125,0.026262620904256448,0.4389408369795629,0.8874836286513976,0.02008648414523182,0.3098388082077209,0.13856124298859424,0.08338931496016969,0.05665293815197113,0.015302780132613344,0.003153953750023237,0.052515844917052815,0.9813052180117197,0.428348876996979
23,0.888632392530699,0.17311986849443461,0.9994758064824246,0.8083781069206417,0.9332418477477833,0.026687052324439832,0.4373673757994907,0.8875854621715074,0.022690555146726497,0.3028046415380248,0.12512492786349458,0.08663567482700604,0.048711749151666754,0.014909833036508408,0.012376237321984852,0.0507552839920023,0.9825250318312514,0.44797452842033414
24,0.8786232069112597,0.1685221426176276,0.9990140042195286,0.8075987878994688,0.913104586083336,0.025572416821647646,0.4365608750443659,0.8876864887199277,0.01949990837961828,0.3078410787705679,0.1279617664388914,0.09849231221973101,0.04409246891987954,0.005939722617204369,0.02304070482087273,0.05346929292735395,0.9816193409063624,0.41403582170625036
25,0.8675168824220068,0.16520523262514575,0.9998442969502788,0.8077502169730226,0.8920643091944975,0.02515661729863402,0.4370949724597867,0.8877886319750168,0.02371803186675289,0.3096449541694677,0.14324609108594924,0.0968959504132294,0.04826314270605433,0.0012027603648379743,0.02294309441896027,0.0544346599197314,0.9713055531891943,0.41281660766559924
