Frame,Center of Mass distance,Symmetry,Grounding,Arm fold,Leg fold,Kinetic Energy,Potential energy,Bone length coherence,Torque,Center velocity
1,0.025012531040632297,0.9666280020978797,0.7248216562039738,0.6313772968878717,0.8982443002991379,0.022636193829578308,0.9759107261352814,0.09087453525123328,0.030032707070458093,0.02781239884660732
2,0.019405389147325907,0.9750117606354319,0.7148887951216795,0.6326859204073887,0.8947935346944098,0.022636193829578308,0.9759107261352814,0.09607670507537422,0.030032707070458093,0.02781239884660732
3,0.016050497924171375,0.9835486494052043,0.7087817157383572,0.6325361927852878,0.8930620506065323,0.020601738451275123,0.9806577944957844,0.10823020667550262,0.02098667129965036,0.028263495519532833
4,0.01116084313835204,0.9887318484892215,0.7004507900289523,0.6331148439231712,0.8915785717038412,0.019069318254620046,0.9849869870122979,0.11345440976787434,0.039799043867591644,0.022174527530522858
5,0.007293348596710859,0.9926227388271263,0.6942972707977019,0.633499246440447,0.8899801507577634,0.014360812449158055,0.9895188888589179,0.11561378338371579,0.028725386665570993,0.02337706065303917
6,0.004621974062276993,0.9949515614787543,0.689490985917712,0.634256051172961,0.8883433197903282,0.009166342066985703,0.9928745843836967,0.11595899009470917,0.026785538024215752,0.014304885972738993
7,0.0023614163292209104,0.9972994661908742,0.6856934511365501,0.6346085638261667,0.8876688826560599,0.007536721728511769,0.9953236572909381,0.11539678537795688,0.02983832666119234,0.014385294774707727
8,0.001456634728914596,0.9999999637559861,0.6843194061514337,0.6347790135700819,0.8865963895169011,0.003926232251703064,0.9966112539145429,0.11406596372647228,0.027979595766889874,0.00606542210373163
9,0.0006170234810043148,0.999852369781908,0.6829467974502742,0.6348981644782249,0.886478547292841,0.0006135946937967542,0.9978153350356722,0.11270020129590337,0.023520351053750867,0.0019899732294787276
10,0.0,0.9996160234807963,0.6820318845699419,0.6344496165841089,0.8864872302173201,0.0,0.999575474395328,0.11042537746300142,0.01740738244600223,0.003888388077858253
11,0.0009345868664071919,0.9980944484745233,0.6836189783419488,0.6343288086310458,0.886392230865664,0.0006901899838535815,0.9999998519776715,0.1081077748396803,0.022795771056177215,0.0034601853755634624
12,0.0005678854276226578,0.9972291735041936,0.6830813293808735,0.6347604821404549,0.8859873235293199,0.0009380133637639234,0.9996369501790368,0.10516996590658392,0.013382963707117782,0.004285415768836982
13,0.000844428547507618,0.9947782128792357,0.6836357349881076,0.6351172009187,0.8863997615850522,0.0038119530336199847,0.9996436650833899,0.10165714118065991,0.03258156861548638,0.010044972140814491
14,0.000569787396834913,0.9938587780071186,0.6834590720614503,0.6354624961051702,0.8864288289953342,0.0006822323698163556,0.9997305103439666,0.09810945607820054,0.009485031609287414,0.007295049530142157
15,0.002331529211763249,0.9910899471610732,0.6863876550488908,0.6360192069282347,0.886640160055815,0.004701715875646288,0.9990055385415905,0.09453113534728375,0.021271449653224642,0.005554765206853466
16,0.0033518757910515787,0.988907910779526,0.6882375887849473,0.63747083671698,0.8864274806067172,0.007598795654821493,0.9981436393989465,0.09010962277899733,0.01753459377172771,0.0
17,0.00515572841999061,0.9860889926286147,0.6912772443983619,0.6362634496729531,0.8869730759833604,0.006682149003212814,0.9969670685380828,0.0856139859152823,0.021220632433266638,0.01608806444063637
18,0.006899124763376378,0.9833878059892501,0.6944681885885347,0.6366070888055847,0.8873999417499133,0.0059730417000556525,0.9949602833972561,0.08090773180755127,0.010127825244997783,0.008108725533546414
