Frame,Center of Mass distance,Symmetry,Grounding,Arm fold,Leg fold,Kinetic Energy,Potential energy,Bone length coherence,Torque,Center velocity
1,0.5954996315825827,0.4198690777828752,0.9584816567780722,0.981297190132142,0.32226606312969225,0.032672184193675895,0.18665168711905802,0.5524651177689462,0.06351585882933745,0.05565721161519559
2,0.5906220274832275,0.42356512755024217,0.953333952192339,0.9793466911738545,0.32059737979621156,0.032672184193675895,0.18665168711905802,0.5355699267893012,0.06351585882933745,0.05565721161519559
3,0.5872330131917102,0.42501693869003077,0.9494766968203134,0.9792665304725011,0.31769387817135875,0.018058068791719274,0.1907551964851879,0.5209489846191827,0.02123302776249816,0.041087431758734555
4,0.5843768780861001,0.42641487507174836,0.9462173562945809,0.9792687647711412,0.31656383026899226,0.018037584980514956,0.19390183385971616,0.5094704925275529,0.023241691314676488,0.04397321471408532
5,0.5823526293285202,0.426400878083488,0.9440572127589941,0.9796375614399037,0.318726751619486,0.03469148865599306,0.19627433813730166,0.5014189380414993,0.035168217183860914,0.06860805193572385
6,0.5789871148284134,0.42872489659959423,0.9406166859162041,0.9801893316396827,0.31743180204931515,0.03194085218070284,0.19795562100485328,0.49436818581811115,0.04149767475831927,0.04691681205288506
7,0.5764712957825939,0.4301387071081371,0.9379653261432634,0.980737560083099,0.3179063153636648,0.024586893452470768,0.1990794063019924,0.48866569455476666,0.026596003680974967,0.04531483355543434
8,0.5737634397583249,0.43206613397084936,0.9347563151500419,0.9801069245489569,0.31584930757967467,0.02507825187563866,0.1998058713336545,0.4843048390216896,0.056119645937939895,0.05059549756332166
9,0.5713324101051401,0.4355256245493443,0.9326344220591708,0.9772193288123519,0.3177959924944415,0.01734740589484979,0.19976313024389022,0.482040704906096,0.03289113233282013,0.0431560586123667
10,0.5730927570365109,0.43786874451434027,0.9347482624248394,0.9688040513077942,0.31919457837363735,0.01386815792944031,0.19843935575943306,0.48068329984711333,0.014750182496037373,0.014478915749355684
