Frame,Center of Mass distance,Symmetry,Grounding,Arm fold,Leg fold,Kinetic Energy,Potential energy,Bone length coherence,Torque,Center velocity,extremity speed,extremity angular velocity (left arm),extremity angular velocity (right arm),extremity angular velocity (Left leg),extremity angular velocity (right leg),Partial joint attention,efficiency,Spatiality
1,0.8819822136520086,0.12310763538411891,0.9964443070780701,0.8514515466249177,0.9663234491636881,0.0066186131468497335,0.4444444444444444,0.9612641337017074,0.030744496264146964,0.08614059980498101,0.007412702268601171,0.026070400515229075,0.016483841431192102,0.013822264806437681,0.0015052945099290576,0.01595784072990794,0.9504436799476851,0.21848215866279475
2,0.8825211115605854,0.123733178199988,0.9965042933681922,0.8516936914452984,0.966270640121308,0.0066186131468497335,0.4444444444444444,0.9612638343293289,0.030744496264146964,0.08614059980498101,0.007412702268601171,0.026070400515229075,0.016483841431192102,0.013822264806437681,0.0015052945099290576,0.01595784072990794,0.9504436799476851,0.21848215866279475
3,0.882972470811719,0.12467229229213929,0.9965705235844239,0.8517468265103023,0.9651663360735125,0.006436106550920088,0.44407665006489944,0.9612613648962103,0.0298268502427471,0.08132018686120332,0.0075639592755783955,0.026136781073946902,0.015848620341681514,0.013298341013009137,0.0024949148277600367,0.015744525530860656,0.9504436799476851,0.25206336788802236
4,0.8839028415085795,0.125436062313954,0.9965687396055355,0.8512987591371761,0.9642662353824449,0.006588536056242357,0.4437213219774652,0.9612611096066074,0.02742882931705615,0.08616833254897159,0.0066540802917840775,0.026368126728294094,0.013281462302249289,0.013138422557207197,0.000598679460677663,0.026368126728294094,0.9742284991663509,0.255352964731357
5,0.8851640674082625,0.12657610261940624,0.9966064261595529,0.8507551658621832,0.9631562753852068,0.006941078149129948,0.44334995526574694,0.9612608173250828,0.026012341651158243,0.09169960606369654,0.007691229376401057,0.026529086776155026,0.01407625334925,0.013160227400743477,0.0008547973399824899,0.015227002547026885,0.9504436799476851,0.2649869839119609
6,0.8864717747909522,0.12793527661097137,0.996702761019526,0.8508117569171254,0.9618175820992894,0.007053219391425838,0.44296301098000807,0.9612588235424497,0.02942584932880281,0.0941900030998041,0.008738359752740446,0.02804629309290177,0.021030721138756224,0.013034351423868173,0.0013072631643219787,0.018403880336871747,0.9572952804945143,0.25307304917166445
7,0.8879408535031857,0.12916195702707062,0.9967988728821383,0.8513567755854698,0.9599565529019656,0.0069714783383226534,0.442636513957378,0.9612568342599842,0.028853204258801037,0.0934910379145573,0.011765784489500386,0.02671954492729798,0.021623313009886284,0.012451305727834714,0.0010045072570560045,0.0181285717264441,0.9590916925428056,0.26520208650123134
8,0.8897853032445648,0.13004685266634278,0.9970811875412267,0.8517416027070743,0.9582128193203803,0.007128859576451603,0.44228214901293883,0.961254948146193,0.028041436364642878,0.09650536758807134,0.011886389148018936,0.02778138141696205,0.018373373909284545,0.012322140928549056,0.0008813556976996616,0.017308033247342473,0.9532268276152794,0.262089704789202
9,0.8919037598117404,0.13042966856584726,0.997327599625186,0.8518465954860844,0.9572029720399889,0.007314097457117571,0.44179947187440477,0.9612524617359092,0.02785760898467398,0.10003392094037852,0.013052663311210815,0.03014868574738051,0.014355741525842694,0.011284013272992699,0.0010612793776404025,0.016689160227458703,0.9240912787716486,0.26081083010373857
10,0.8936315720149778,0.13108122283648496,0.9974390983057106,0.8518828501363582,0.9566819443339015,0.007336765975102871,0.4414155839534664,0.9612504239525433,0.028731432976892565,0.09939088933064018,0.011056539388471582,0.028933019320652575,0.01738783067475818,0.011382310877135928,0.0015110207221874666,0.017370318748279035,0.9271654905298465,0.24775103267398985
