Frame,Center of Mass distance,Symmetry,Grounding,Arm fold,Leg fold,Kinetic Energy,Potential energy,Bone length coherence,Torque,Center velocity
1,0.9999999981697052,0.16164392467432354,0.009957005976927261,0.9086654682053313,0.46850055527886103,0.0,0.4295005845311586,0.9999995925706018,0.0031005286729397117,0.0026900901986233908
2,0.9993065498061244,0.16196970790998855,0.010028174150421799,0.9089808182276693,0.46804210431558124,0.0,0.4295005845311586,0.9987924554076042,0.0031005286729397117,0.0026900901986233908
3,0.9987535826501533,0.162743370374839,0.0103877210658788,0.9076849488751526,0.46843937146237496,0.0021996328084274265,0.4300643321060418,0.9973915522891806,0.003076800809785344,0.0040569391828961816
4,0.9975619532453368,0.1637045103912024,0.01082608929457098,0.9055318594196677,0.4685370310822675,0.0047002852052335144,0.4308737970764882,0.9959156714280085,0.0028029194100986027,0.0071091528525525196
5,0.996063374147014,0.16432178856273572,0.010882885233198053,0.903495980652497,0.4674060431595675,0.002544592670893397,0.43161042485893997,0.9944663473359031,0.0029850680601349773,0.005061052463145742
6,0.9937616418995829,0.16504745268757146,0.010793909951094267,0.9013287929248873,0.4651487592945686,0.003864720428106697,0.4321951103044029,0.992937280747692,0.003043768486702009,0.0043598330933324065
7,0.9907586662825013,0.16591388941773758,0.010612373860787621,0.8993723185242358,0.46198498910016456,0.006135397882699451,0.43278909278238686,0.9912659121976194,0.0029972332402121763,0.005427209110624378
8,0.9878852175397569,0.16691438464722477,0.010460094458230013,0.8971064532299416,0.4590376469853257,0.00698695384362781,0.4332942522869694,0.9893945387605574,0.003157261576373655,0.007072084065504829
9,0.9857108371270209,0.16846278367439643,0.01070023431544891,0.8944740738647131,0.45782575929696157,0.010524270999820373,0.4337399744772171,0.9871897130650739,0.003184972501728573,0.012899187761649628
10,0.9843461975176184,0.1707758522101963,0.011388233499857304,0.8916598243035834,0.458560023297878,0.014690097467290634,0.43421560344378013,0.9845567689442521,0.0031251502593514467,0.01782022894486277
11,0.9824837121860713,0.17349865872228692,0.012126972398137346,0.8901746152912545,0.45905669563650026,0.01928031888799605,0.43458774762337177,0.9814190564463591,0.0029758037308844085,0.023377015539104054
12,0.979569610996454,0.17590569688381316,0.012477932129239559,0.8937366102303775,0.45767322540857436,0.022464820746077065,0.43466774089858534,0.9776682578063778,0.0030234146766612876,0.02700895851430065
13,0.976230571944786,0.17816494329238475,0.012696197264207308,0.9041275952032145,0.45561247801324833,0.025315015569885354,0.43444654692936585,0.9732191242411748,0.003407433690370159,0.030853851760105373
14,0.9709406508652653,0.1808386625287881,0.012910274263647702,0.9229967098539589,0.4517082421237064,0.03396097532610611,0.4342239819897741,0.9679408380795176,0.0036525405896035905,0.040234239751565336
15,0.9621203276489454,0.18410894896994381,0.01312510452487367,0.9495230886990711,0.44438472267101287,0.04749893621264656,0.43437416484014246,0.9616968461190599,0.003263436173725807,0.05413948656795081
16,0.9498418993304998,0.18760894076104237,0.012832025429369525,0.9785862169912486,0.4322003123119463,0.058028391136753746,0.43456446762378076,0.9544184567444074,0.0031132429181089764,0.06489147127083171
