Frame,Center of Mass distance,Symmetry,Grounding,Arm fold,Leg fold,Kinetic Energy,Potential energy,Bone length coherence,Torque,Center velocity,extremity speed,extremity angular velocity (left arm),extremity angular velocity (right arm),extremity angular velocity (Left leg),extremity angular velocity (right leg),Partial joint attention,efficiency,Spatiality
1,0.9536639002229697,0.023295248188614143,0.99982143785666,0.8194515130861253,0.9377213063995296,0.0006440167073788934,0.4444444444444444,0.9570803977079488,0.02910776697241148,0.004043069278762716,0.003208306795296704,0.004272851833301343,0.005756682129159663,0.0003539213919316245,0.00024780162808806395,0.0037610752359228767,0.6372708424684931,0.13174431240171566
2,0.9538191143688756,0.02367646705197866,0.9997720118553836,0.8192637022884568,0.9377184341757552,0.0006440167073788934,0.4444444444444444,0.957078140655372,0.02910776697241148,0.004043069278762716,0.003208306795296704,0.004272851833301343,0.005756682129159663,0.0003539213919316245,0.00024780162808806395,0.0037610752359228767,0.6372708424684931,0.13174431240171566
3,0.9539998188612213,0.023765546224996523,0.99971258637408,0.819096505920779,0.937787886908257,0.0004006193582894414,0.44441036339695883,0.9570786230985204,0.027932645852952444,0.0013498416898755216,0.002444715449403045,0.0015414410210634571,0.0029385163951664186,0.0003692218348733991,0.0003602267479089136,0.0016799840310862033,0.6372708424684931,0.10675685371827819
4,0.9540841748286922,0.02375608204199784,0.9996925874140259,0.819115636502799,0.9377510841003587,0.00042519319978127906,0.4444166423774204,0.957079090473672,0.02663095235830424,0.006068443573839457,0.0029940247596859097,0.0011484738546928524,0.0016461607225677938,0.0003660158501394348,0.0007257023774740218,0.0010479879664727423,0.6945812958094802,0.10124033299141781
5,0.9541639220603068,0.024022919286859207,0.9997628694736446,0.8193871514469537,0.9377645421787777,0.0004473319653684912,0.4444664592022279,0.9570801089148643,0.026915719179848478,0.0038813368703290245,0.00044248609511074157,0.0017518986266343156,0.001985132229154138,0.00022645790016983004,0.00043630294779043236,0.00140138657092067,0.6372708424684931,0.11244509829865024
6,0.954308375605148,0.02440037419283389,0.9997900109194322,0.8193568278120336,0.9377573736487325,0.0005062688055227473,0.4445127818794598,0.9570794903265947,0.027829985647580456,0.0023454478856691978,0.001264764754615709,0.0017252319465411465,0.0014127540316675915,0.0004439811870667066,0.00019321801083231415,0.0011767447418282767,0.7760160011073675,0.11617445307864986
7,0.9542757763366151,0.024658464949857885,0.9997471560050306,0.8191124245996875,0.9377029158536213,0.0004581140588311344,0.444518840545546,0.9570793128892355,0.027451652990083644,0.002334761779026349,0.00044553345245038447,0.002646307710865505,0.0013651897031828476,0.00015193601703674086,0.0006569377396619037,0.0015043115302681323,0.7721301755583622,0.12194965654006208
8,0.9542247626680819,0.024872668589868384,0.9997360137272862,0.8189306209309655,0.9376143751976971,0.00046769510326103174,0.4444851767224817,0.9570801504218797,0.026353205801826162,0.002669282601217275,0.0007537414564683982,0.0024078078470380353,0.0018547352675166052,0.0005494755227691805,0.0005581333292642343,0.00159845366795799,0.7596082541966749,0.12606352524329426
9,0.9542378837598227,0.025545886640842206,0.9998262947469588,0.818888569959796,0.9375059399239647,0.000668706698057131,0.44448672296336833,0.9570808056654799,0.027709213280986834,0.0016470864968168273,0.0006423724474867181,0.0016851285009224473,0.0017332750295201364,0.0004980679124707909,0.0006561153883160039,0.001281901323915969,0.7788650754712143,0.12088056133753212
10,0.9543422289616699,0.026263119590377422,1.0,0.8191617901042355,0.9374023203335482,0.0006621103541555774,0.4445035059369747,0.9570833920849093,0.029811724964987095,0.0016136662846542153,0.0012218888230590762,0.0010337498089885825,0.0019851322291550696,0.0008341318667996492,0.0005641640144182771,0.0019851322291550696,0.7477000585785205,0.11242272691709417
