Frame,Center of Mass distance,Symmetry,Grounding,Arm fold,Leg fold,Kinetic Energy,Potential energy,Bone length coherence,Torque,Center velocity,extremity speed,extremity angular velocity(left arm),extremity angular velocity(right arm),extremity angular velocity(Left leg),extremity angular velocity(right leg),Partial joint attention,efficiency,Spatiality
117,0.755068029,0.155316034,0.992002051,0.921308556,0.743722773,0.015415519,0.50167704,0.917541215,0.037635441,0.182738283,0.153176994,0.100341674,0.118264977,0.024410346,0.007835016,0.081977494,0.986135754,0.462581025
118,0.747627323,0.148969037,0.991896209,0.919074162,0.737218094,0.01522854,0.500134668,0.917570003,0.038508893,0.167770214,0.137746009,0.100935612,0.122514715,0.021803644,0.012095918,0.083793872,0.983386799,0.471965121
119,0.740694178,0.142281888,0.991565865,0.915146553,0.730526314,0.015281645,0.498179197,0.91759879,0.03005617,0.168639722,0.131734293,0.106672554,0.11838737,0.017541205,0.01428998,0.084397471,0.984316437,0.471412493
120,0.739849188,0.134620077,0.990609017,0.910266983,0.727420022,0.016555965,0.495843972,0.917626771,0.032319792,0.173673571,0.079543122,0.109853889,0.120970881,0.014403476,0.036119044,0.086559289,0.987188043,0.461258953
121,0.738529946,0.127324375,0.9899503,0.904370293,0.723984982,0.017086387,0.492963936,0.917653658,0.034849579,0.180423953,0.082235886,0.115110094,0.12503482,0.013443346,0.028666098,0.090054343,0.99076142,0.47770935
122,0.735819874,0.119487836,0.989335959,0.896898279,0.719851408,0.017681607,0.489612488,0.917679566,0.035649204,0.192633772,0.097553407,0.117499756,0.1216471,0.010507794,0.02031288,0.089680071,0.994986896,0.483709686
123,0.735223001,0.111256798,0.988677899,0.889134827,0.717097327,0.018698851,0.486176002,0.917703994,0.038506969,0.206533472,0.081991964,0.114276706,0.11584529,0.010252465,0.036581635,0.086295749,0.992453999,0.472696766
124,0.735433342,0.103407805,0.98840968,0.881079792,0.714451855,0.019050683,0.48263502,0.917726532,0.037163735,0.21494624,0.07335779,0.112718509,0.110965382,0.010276108,0.040879587,0.083881459,0.990781253,0.473189735
125,0.737319238,0.095735656,0.98770626,0.872966673,0.712187563,0.019187417,0.478864453,0.917746486,0.034052564,0.219638844,0.062986345,0.114322024,0.104428799,0.007664993,0.045654199,0.082031559,0.992489852,0.459694734
126,0.740122,0.088884891,0.987807171,0.864683129,0.709774764,0.019642968,0.474846577,0.917763825,0.031734131,0.225175833,0.053546005,0.114228956,0.098014851,0.006832472,0.049648769,0.079591427,0.993727751,0.460677387
127,0.743410435,0.0824023,0.988866245,0.857117389,0.707376458,0.020249165,0.470543167,0.917778746,0.030726635,0.224933194,0.048704049,0.109838009,0.093146624,0.008552757,0.057398259,0.076119237,0.991462814,0.469212914
128,0.74709909,0.075938365,0.990341126,0.850209334,0.705107002,0.020975375,0.465916165,0.917791274,0.023393829,0.233360209,0.041775593,0.107373376,0.090014812,0.009160521,0.062348767,0.074020571,0.989565617,0.46942828
129,0.751450133,0.069141232,0.992148652,0.843539313,0.703159226,0.021870114,0.460795225,0.917801328,0.041695423,0.253021725,0.049946572,0.123626158,0.088425671,0.009505364,0.06739098,0.079519436,0.990289112,0.484781902
130,0.75671547,0.066531518,0.994221439,0.836257208,0.700882825,0.021331109,0.455208717,0.91780877,0.034006782,0.249908066,0.038284123,0.097488054,0.086428155,0.00912616,0.071295333,0.063802886,0.986595105,0.481854707
131,0.761610014,0.065012642,0.994863063,0.827563584,0.699379377,0.021160593,0.450131857,0.917813255,0.019955769,0.250158861,0.039986564,0.092410097,0.086471862,0.004493665,0.071772291,0.062663563,0.963837935,0.479712052
132,0.768254567,0.066078133,0.997245158,0.819622449,0.697403731,0.023149112,0.444865583,0.917814911,0.021812421,0.272306816,0.057725734,0.095804249,0.087155125,0.004977001,0.079817043,0.065694104,0.957288818,0.494059027
133,0.777287027,0.072958862,0.997961069,0.811161104,0.694586349,0.025159422,0.438214762,0.917815626,0.0210503,0.278457451,0.099947656,0.096178183,0.091875057,0.019423151,0.092226123,0.070069841,0.958803144,0.556053358
134,0.779798763,0.081188304,0.997217876,0.80107708,0.693800276,0.026902316,0.432071365,0.917813199,0.048512847,0.310625286,0.038174293,0.101082453,0.074499033,0.010461687,0.082493104,0.064518647,0.9666087,0.497480349
135,0.784690122,0.091428845,0.994202046,0.789039526,0.691631749,0.024784214,0.426580743,0.917809031,0.038974469,0.291723448,0.041314182,0.100505241,0.077222364,0.010070661,0.082956912,0.065171129,0.96829176,0.500127773
136,0.791239453,0.099798081,0.992179221,0.774367475,0.690685577,0.024152017,0.421021585,0.917802368,0.037798965,0.272854475,0.05666577,0.099338797,0.075977373,0.006226068,0.088580474,0.065974161,0.978405348,0.49349485
137,0.800090945,0.110784797,0.989720867,0.759216503,0.690234762,0.023259899,0.415691042,0.917793757,0.031623829,0.236392691,0.095730894,0.092832663,0.080863654,0.008889861,0.093775767,0.066868021,0.970666132,0.49890668
138,0.804885842,0.120858916,0.988354458,0.741917273,0.690595055,0.025445042,0.410541926,0.917782178,0.032854679,0.30916465,0.040767502,0.101581474,0.066618687,0.004525496,0.089448312,0.064412118,0.96101063,0.502586243
139,0.808858836,0.134669369,0.987907753,0.722651896,0.69317889,0.02846253,0.406502716,0.917767593,0.14262946,0.30841966,0.052321446,0.108132644,0.064249283,0.006058675,0.094616447,0.076030909,0.956457799,0.518158928
140,0.819077716,0.144504039,0.986129482,0.703541063,0.694524291,0.02075372,0.402924214,0.917751794,0.039827701,0.230820656,0.135686783,0.096012918,0.063972117,0.007734218,0.099214745,0.073210374,0.959810006,0.523485631
141,0.826746424,0.155820255,0.985492131,0.683797129,0.698661031,0.023900661,0.399724601,0.917734506,0.036082589,0.255121529,0.105452085,0.105120754,0.066499158,0.003666132,0.102985516,0.078039851,0.960379312,0.508178362
142,0.834405419,0.167807902,0.984888965,0.66242567,0.703622833,0.024263013,0.397535653,0.917716272,0.040315394,0.257752883,0.114123487,0.113601007,0.071241001,0.003884309,0.104030227,0.081611713,0.933402537,0.509915661
143,0.841566692,0.17935762,0.984029741,0.641602579,0.710234858,0.023928504,0.395793953,0.917697607,0.032484933,0.257325527,0.109951703,0.114806253,0.07342464,0.004445898,0.100423463,0.072163589,0.955538913,0.493238542
144,0.850160267,0.190535123,0.986204754,0.620516652,0.718083987,0.026788535,0.395829658,0.917678842,0.057684948,0.274987038,0.129522624,0.12329855,0.089711144,0.004887132,0.114544735,0.081888607,0.959744203,0.502572304
145,0.858106238,0.201213931,0.986623191,0.599102535,0.72595809,0.024990762,0.396508277,0.917660139,0.049166088,0.271180286,0.125028525,0.121794464,0.079282642,0.00374786,0.104326759,0.076350966,0.9455783,0.486644752
146,0.864745066,0.208459607,0.985757064,0.576299849,0.734165753,0.023853441,0.395983862,0.917642321,0.030906641,0.26719506,0.114958177,0.124781982,0.078099428,0.004458884,0.09429275,0.07429354,0.948730561,0.476600104
147,0.872592227,0.215927552,0.987141223,0.552878354,0.743042437,0.0259805,0.39653448,0.917626317,0.06507044,0.283528554,0.126117369,0.1252449,0.091197761,0.004307665,0.107354563,0.080949306,0.944388778,0.481670759
148,0.881922201,0.223338821,0.988155265,0.537799244,0.75256162,0.023555468,0.398187435,0.917612405,0.031151047,0.257981431,0.14989971,0.123096617,0.082628828,0.001715203,0.105682599,0.077852011,0.955077798,0.483405571
149,0.889233387,0.229832855,0.988841921,0.538095727,0.762470504,0.024167537,0.399604255,0.91760044,0.031692693,0.275268174,0.119776988,0.126881587,0.078807514,0.002908793,0.098627684,0.076079196,0.984828548,0.452059455
150,0.896515548,0.234825448,0.989745191,0.536191494,0.771823794,0.024736726,0.401621693,0.917591441,0.033464122,0.284500767,0.111709177,0.120470312,0.085507327,0.005014689,0.095135361,0.07527825,0.989957636,0.43586959
151,0.903302251,0.237510077,0.991745007,0.534786203,0.780463839,0.025201499,0.404731938,0.917584579,0.02864174,0.305409114,0.098743472,0.124026514,0.08791477,0.013074709,0.087638183,0.074894867,0.988422525,0.42887927
152,0.907837826,0.239446251,0.993906215,0.531811659,0.787498347,0.025716294,0.408423841,0.91757962,0.025223794,0.314706352,0.072652984,0.111632272,0.102206598,0.018111411,0.075621286,0.080189576,0.974427754,0.389645415
153,0.908820117,0.241121583,0.995589163,0.52825261,0.791189764,0.02695601,0.412147602,0.917577331,0.027412061,0.328025864,0.045813843,0.104975388,0.10977587,0.009142861,0.064538339,0.080531722,0.975605829,0.382583464
154,0.905342969,0.243769271,0.996927633,0.524761184,0.790849148,0.027506097,0.415149941,0.917577899,0.023737797,0.333801059,0.049442464,0.097600424,0.125512755,0.010531913,0.055945568,0.083667442,0.975767312,0.394812829
155,0.901482535,0.244060471,0.998930079,0.522939004,0.786480465,0.029232433,0.418204962,0.917580667,0.038442317,0.348275279,0.036792222,0.10283455,0.130746364,0.014410665,0.037394567,0.087592843,0.975161012,0.375823804
156,0.894512025,0.243289093,0.999087526,0.532062582,0.776270518,0.028391324,0.421081014,0.917585991,0.029976465,0.327614416,0.065355599,0.092456104,0.163535268,0.009675644,0.019718094,0.095996764,0.969124708,0.442722857
157,0.886078979,0.239234054,0.999522398,0.542272614,0.760640289,0.029838084,0.422364714,0.917593103,0.036083586,0.337438986,0.072084024,0.098931451,0.184362231,0.018679725,0.010313258,0.106235131,0.95560009,0.472888383
158,0.875977194,0.232308201,0.999912237,0.553925608,0.739781004,0.030053645,0.422401801,0.917602663,0.034903681,0.309046314,0.080825325,0.095262661,0.210509397,0.017937095,0.011306847,0.114664522,0.962727688,0.530167606
159,0.864478263,0.224539908,0.999256479,0.56515275,0.714941408,0.030069106,0.421236257,0.917614737,0.025551536,0.292238826,0.096890272,0.098043428,0.21649337,0.019023026,0.020018631,0.117951299,0.982876233,0.571520825
160,0.852676882,0.215911776,0.997574516,0.576400086,0.688242083,0.031102841,0.419056329,0.917628888,0.024409276,0.285277915,0.094752602,0.1058634,0.230679786,0.030980809,0.027262646,0.126203695,0.98880391,0.602633954
161,0.842073791,0.206510876,0.99486142,0.586731158,0.661351309,0.032159741,0.416133661,0.917644737,0.022572214,0.284948174,0.075218774,0.116068649,0.240085961,0.04350072,0.031037181,0.133557979,0.988383552,0.625853032
162,0.83455604,0.19619074,0.987835768,0.590337833,0.636345669,0.033949282,0.413190833,0.917661164,0.022676984,0.279684471,0.02674991,0.13311607,0.271916095,0.05858425,0.014690672,0.151887062,0.983329258,0.649991506
163,0.830007415,0.185188198,0.977471502,0.594127133,0.614561547,0.036401938,0.411835802,0.917677304,0.027174328,0.30008892,0.046935439,0.152770491,0.281583786,0.082854235,0.004188943,0.162882854,0.97832035,0.649469573
164,0.830187813,0.172396297,0.967741957,0.596801203,0.596524176,0.03753385,0.411908,0.917692395,0.038147827,0.301246949,0.09456851,0.160200229,0.277037033,0.094381332,0.007019803,0.163963973,0.981329107,0.642795404
165,0.8338834,0.158977803,0.958444325,0.597314083,0.581702115,0.036590151,0.411774807,0.91770696,0.028206883,0.254014639,0.146031927,0.15512219,0.270914309,0.100431713,0.009573659,0.159763687,0.986335687,0.649587217
166,0.839355495,0.145456342,0.948505397,0.594298535,0.603465666,0.03723979,0.411446482,0.91772059,0.031017019,0.246416369,0.190802964,0.159183732,0.275107701,0.109079383,0.009009196,0.162859287,0.98275871,0.636564735
167,0.844534475,0.1302351,0.938109247,0.589801577,0.623829839,0.040152441,0.4115406,0.917732873,0.067027884,0.282064369,0.246511375,0.183347468,0.323461186,0.111955652,0.006403656,0.190053245,0.983810044,0.637723093
168,0.852675078,0.117282058,0.930795325,0.582772911,0.641051016,0.037378909,0.412044473,0.91774368,0.024509365,0.257697915,0.288147087,0.175937284,0.265546935,0.112787491,0.004336739,0.165556582,0.987032998,0.597101992
169,0.860821477,0.106450202,0.9236211,0.572243798,0.657359821,0.037906167,0.412999143,0.917752993,0.045221634,0.249743134,0.326078483,0.178808902,0.283558272,0.113501177,0.004847451,0.17338769,0.964771401,0.621603688
170,0.867681674,0.105658963,0.916126721,0.568281865,0.673178665,0.037095878,0.414594631,0.917761163,0.045237885,0.242002228,0.31610499,0.166383982,0.267942915,0.112780313,0.004768511,0.162872586,0.959234667,0.651715367
171,0.871446855,0.112907175,0.907884547,0.563964711,0.687703507,0.035332411,0.41832563,0.917768259,0.079044502,0.236058599,0.262576961,0.172897563,0.242859647,0.105850365,0.006367541,0.155908954,0.950864815,0.663348985
172,0.87687404,0.124423835,0.901683934,0.573339989,0.70149998,0.032830833,0.421948991,0.917774192,0.043117808,0.233345445,0.310093064,0.138103389,0.227122052,0.100905834,0.002687322,0.13695954,0.941607584,0.681341248
173,0.883368585,0.13968468,0.896932892,0.58164702,0.715786803,0.03345275,0.424061903,0.917778619,0.027093688,0.233536633,0.350107314,0.122920322,0.21645324,0.10972969,0.002841182,0.127265086,0.922665365,0.757979057
174,0.891409567,0.147499458,0.89479568,0.587087201,0.723133052,0.032942448,0.428013415,0.917783669,0.026473819,0.197605398,0.319751937,0.136876508,0.217253041,0.098112453,0.006434746,0.132798581,0.931127981,0.759304416
175,0.898932611,0.158177311,0.893466085,0.594413267,0.729790163,0.033397529,0.434576872,0.917788991,0.032023259,0.257651415,0.28578353,0.142774388,0.229758584,0.099024592,0.001580724,0.139699865,0.922888519,0.751146705
176,0.907416297,0.168054603,0.892651893,0.599079768,0.73499292,0.034092636,0.443084225,0.917794393,0.028147849,0.296508029,0.258916112,0.141599456,0.214640508,0.10407605,0.001524731,0.133589986,0.946691941,0.74524721
177,0.917048128,0.176632453,0.892453686,0.60230279,0.738258494,0.035409429,0.45337093,0.917799643,0.040700249,0.34715224,0.227820564,0.14366695,0.212846464,0.107960689,0.000492688,0.13369253,0.964133301,0.722196343
178,0.927700283,0.185875914,0.892322534,0.605371353,0.740101771,0.035802323,0.464929273,0.917804737,0.039011238,0.381167061,0.214652306,0.139987073,0.213589939,0.110867667,0.001042974,0.13259138,0.975038249,0.688800957
179,0.940776862,0.19445294,0.89225022,0.608828269,0.740215055,0.036414775,0.477152143,0.917810106,0.040116745,0.400657026,0.218388513,0.132576535,0.200928334,0.120680782,0.001585389,0.113546413,0.985390757,0.654285623
180,0.955406543,0.20250787,0.89158493,0.612319403,0.73906018,0.036590613,0.489878628,0.917816082,0.035224852,0.411087786,0.213985284,0.125577786,0.181897407,0.126852662,0.002275804,0.108581964,0.990354365,0.626430654
181,0.969662679,0.211130746,0.889658085,0.621496044,0.737225535,0.037756887,0.503039774,0.917822522,0.029545781,0.439886324,0.206663267,0.119979922,0.173745206,0.130080619,0.004471074,0.105951437,0.993465196,0.606463149
182,0.982874632,0.220258379,0.886716542,0.655997917,0.733390052,0.039491279,0.516772342,0.91782948,0.051320988,0.471160598,0.195818642,0.125849436,0.157629595,0.139166578,0.004391009,0.105661402,0.992410558,0.61965267
183,0.985737388,0.23464279,0.882333645,0.687795037,0.728210887,0.040180502,0.53104299,0.917836764,0.04115989,0.488697919,0.180191089,0.115913255,0.164203452,0.144364784,0.005861916,0.106120373,0.990700925,0.630341146
184,0.972559186,0.249532698,0.876109037,0.712232146,0.722113296,0.040826972,0.545850531,0.917844274,0.043209145,0.503106505,0.163642747,0.111677822,0.143649015,0.146371664,0.010263315,0.100424625,0.993479914,0.616974442
185,0.956172759,0.267731653,0.867994399,0.731836519,0.713357886,0.04288784,0.561496039,0.917851641,0.036223403,0.53214071,0.15293642,0.100613032,0.161272143,0.151206196,0.022391131,0.117179377,0.994284377,0.626650727
186,0.942151512,0.285790956,0.856974374,0.746433585,0.703784565,0.044873846,0.578278952,0.917858064,0.040934229,0.56123885,0.12563488,0.107536681,0.157905523,0.145924001,0.051837345,0.113936072,0.992748218,0.646186591
187,0.926123633,0.301691875,0.837665501,0.761548093,0.695394151,0.046994435,0.596257118,0.917862242,0.106100194,0.568418096,0.203875113,0.112521929,0.157387298,0.150508586,0.103983004,0.115460956,0.977962731,0.65935906
188,0.912748332,0.320974976,0.819146495,0.776538546,0.689182906,0.043253189,0.613635279,0.917864013,0.100192229,0.516046992,0.126916307,0.090635466,0.14941884,0.154368356,0.075226583,0.113920199,0.975411692,0.668005203
189,0.909386654,0.34611686,0.814755052,0.791526825,0.700057481,0.043402396,0.628949302,0.917868049,0.066199183,0.498212702,0.120933708,0.080746035,0.147685872,0.158595043,0.112720996,0.114855343,0.978430566,0.706148422
190,0.90375256,0.368458732,0.802247985,0.807871237,0.718806842,0.042309729,0.643534602,0.917872503,0.076019171,0.483004402,0.100759888,0.079213917,0.141440579,0.163828898,0.101352123,0.114476054,0.985935451,0.6912714
191,0.897100506,0.38590007,0.782220243,0.824113069,0.73931145,0.040740261,0.658280942,0.917876318,0.062453815,0.461412425,0.094494136,0.077649768,0.131461767,0.165289311,0.098566805,0.111281654,0.987371049,0.679831799
192,0.893676796,0.39964402,0.756795233,0.839412487,0.760149588,0.044466111,0.673546519,0.917878834,0.171446618,0.508812636,0.065785643,0.08327749,0.126324637,0.176082379,0.11164843,0.113402631,0.987145597,0.738872285
193,0.890781961,0.408080738,0.727169426,0.853703012,0.780503793,0.037581047,0.688115798,0.917880131,0.074787059,0.392308433,0.13586561,0.069760416,0.082448762,0.182465842,0.114827582,0.111485034,0.983209559,0.725012069
194,0.891127063,0.419330692,0.696767885,0.861233375,0.796741491,0.043890421,0.701489901,0.91788197,0.179935296,0.445865029,0.151085971,0.070062017,0.108176721,0.193604134,0.133560412,0.122686705,0.981476316,0.795528746
195,0.894508839,0.427422439,0.338593752,0.872013452,0.814116868,0.038634159,0.714018032,0.917884385,0.120951332,0.365793014,0.141538817,0.056896589,0.099230755,0.197769294,0.123623897,0.120522447,0.977111707,0.757919477
196,0.90748223,0.43707713,0.378856318,0.880002349,0.833316683,0.040159119,0.725609422,0.917885735,0.150275031,0.357596239,0.110872925,0.058015268,0.088677724,0.227329328,0.121256604,0.227329328,0.976609731,0.787194652
197,0.935659273,0.44458829,0.410809327,0.882967343,0.854947749,0.037570454,0.736267308,0.917879136,0.171966047,0.325212805,0.222305056,0.054931307,0.07588397,0.205544264,0.118737313,0.121605591,0.977498491,0.746906035
198,0.956270055,0.447381665,0.424161155,0.885870464,0.873560411,0.032985413,0.74467559,0.917862084,0.102426889,0.305618044,0.490523184,0.057708089,0.059982885,0.1284844,0.119532993,0.093006523,0.974084155,0.716732819
199,0.94341817,0.448309242,0.43738479,0.887826373,0.866756252,0.032922717,0.75219025,0.917837909,0.17456246,0.30914543,0.434979871,0.065033913,0.07040552,0.041499946,0.122639907,0.122639907,0.96451188,0.745418616
200,0.920020765,0.445348871,0.45244915,0.889338996,0.863944852,0.028593869,0.759174915,0.917808024,0.097263582,0.302794738,0.421793228,0.062225155,0.074762072,0.020048193,0.126782211,0.075579106,0.948268163,0.655674557
201,0.897020241,0.441010235,0.475004602,0.889437214,0.856453796,0.029576131,0.764948158,0.917773801,0.119348353,0.305740139,0.356627742,0.063521768,0.065106142,0.054786581,0.13656239,0.13656239,0.958479552,0.656574528
202,0.880450134,0.437155259,0.500659703,0.888914909,0.849855077,0.028217177,0.770684637,0.917738797,1.707859987,0.24576406,0.297880833,0.061450609,0.059837458,0.068031337,0.133926706,0.133926706,0.969955956,0.644732361
203,0.876143482,0.437883554,0.53964691,0.888677282,0.834779331,0.149941811,0.782411538,0.917751877,2.733246807,0.25555092,2.062264157,0.058374087,0.061580709,0.582144382,0.112078258,0.582144382,0.971696533,1.594515998
204,0.860991147,0.440860309,0.565574832,0.888706862,0.838840952,0.029133767,0.794553715,0.917765477,0.128500883,0.252671691,0.423356699,0.053007994,0.064763828,0.096630047,0.101620023,0.074343776,0.966947578,0.726797845
205,0.847255051,0.442905832,0.59296876,0.889132153,0.841333717,0.029755209,0.801240771,0.917779246,0.12014608,0.243402012,0.50071,0.051347003,0.064554366,0.095700161,0.106348777,0.075768352,0.965498437,0.754134518
206,0.836018604,0.443358881,0.621730084,0.889693257,0.842819217,0.030859889,0.807824538,0.917792882,0.145690429,0.246104889,0.592873591,0.050352914,0.061394218,0.097095797,0.112281842,0.078516614,0.990275189,0.781497061
207,0.837398683,0.440202926,0.652167782,0.889311135,0.83909819,0.03060401,0.814063735,0.917806128,0.232875299,0.237388605,0.581249385,0.047532305,0.053116878,0.085511776,0.135049519,0.082710486,0.912711881,0.772268267
208,0.842870719,0.437500378,0.67879255,0.889521282,0.836003253,0.027294594,0.819451206,0.917818394,0.55188182,0.235068349,0.664957451,0.043086382,0.064350736,0.0677808,0.122179142,0.122179142,0.90117722,0.672973124
209,0.854650626,0.435217093,0.699500703,0.890626528,0.831981697,0.023482543,0.820468302,0.917829189,0.047545598,0.305239126,0.936368865,0.026467895,0.049753521,0.048566597,0.104480772,0.104480772,0.881076827,0.62061524
210,0.873556848,0.431320802,0.716971153,0.891755759,0.830864706,0.020967142,0.819362539,0.917837407,0.210647523,0.204221174,1.193127249,0.023803578,0.043530886,0.037953199,0.112743899,0.112743899,0.859674073,0.514092249
211,0.896317402,0.428534553,0.72665468,0.89284075,0.828742023,0.018415974,0.818762132,0.917842377,0.044967785,0.187187464,1.178239623,0.016941353,0.034492657,0.03448388,0.089840636,0.089840636,0.870898968,0.472216777
212,0.911328212,0.425985446,0.724784372,0.892918166,0.828834927,0.021023766,0.818022828,0.917845145,0.186006505,0.2160669,0.56323934,0.036305803,0.063842649,0.071465593,0.062604581,0.049478206,0.945291385,0.42634568
213,0.925373708,0.423485732,0.718285957,0.892551195,0.829594747,0.019671872,0.817259674,0.917845993,0.164718863,0.195855441,0.592128257,0.028862107,0.056647142,0.074933733,0.049930948,0.049342828,0.954972224,0.416086855
214,0.938181802,0.421064478,0.708796363,0.893008017,0.832131609,0.020199148,0.815613357,0.917844487,0.230371286,0.194474156,0.61270805,0.029981103,0.057080686,0.081961737,0.052212531,0.052140909,0.936248161,0.465031084
215,0.9509011,0.419366019,0.692348173,0.891288761,0.832978756,0.020606474,0.813860971,0.917841349,0.042834626,0.170069123,0.919686335,0.027070554,0.061542128,0.107969603,0.048743271,0.063566899,0.912986407,0.54343284
216,0.961722056,0.415086374,0.671741917,0.890711001,0.825550173,0.027850612,0.81420575,0.917836621,0.062556749,0.257293752,1.15811719,0.045813769,0.077563538,0.144673735,0.053549497,0.144673735,0.906718604,0.671002195
217,0.973917386,0.412124343,0.64365443,0.894809895,0.822130831,0.027898189,0.813168125,0.917831725,0.045574929,0.1655641,1.155659393,0.020867508,0.056434341,0.158854024,0.057282818,0.158854024,0.898023155,0.636900227
218,0.982048089,0.406842444,0.616398556,0.900018431,0.816298086,0.030531717,0.808230973,0.917827684,0.137932949,0.221174275,1.018813662,0.027183694,0.063344885,0.15063342,0.059239928,0.15063342,0.869931704,0.667066049
219,0.985648895,0.402076313,0.587686538,0.904673286,0.813425806,0.031790556,0.802506944,0.917822863,3.134888043,0.191098426,0.816187739,0.033165236,0.069170599,0.153399118,0.072081952,0.153399118,0.955955512,0.70409691
220,0.891610607,0.393027718,0.55484275,0.90846979,0.826871702,0.163270857,0.787970063,0.917773031,2.854810454,0.178280125,3.446906319,0.042194218,0.068970102,0.588061154,0.076803995,0.588061154,0.95612747,1.564711959
221,0.894760269,0.393949768,0.532510814,0.911307777,0.835950193,0.021024534,0.774411986,0.917725365,0.038838195,0.140377989,0.253969335,0.052216436,0.076057039,0.114848027,0.074009436,0.114848027,0.963506654,0.517453701
222,0.898522097,0.394739115,0.510698226,0.912474647,0.844698067,0.022937707,0.769708295,0.917679666,0.082317031,0.168807816,0.137775654,0.055758025,0.092256604,0.111778589,0.083834828,0.076513197,0.971505597,0.502580564
223,0.900926558,0.395698093,0.49094988,0.913395734,0.85157925,0.0231534,0.764388798,0.917636097,0.116589213,0.190307028,0.091193897,0.068826806,0.100845925,0.096913077,0.084893923,0.074159626,0.982448492,0.475116116
224,0.902770467,0.396552079,0.474570717,0.914362123,0.854416292,0.022233426,0.758632318,0.917596308,0.060382952,0.206603906,0.07917185,0.083475779,0.108920889,0.074028326,0.076043954,0.108920889,0.978185171,0.45899577
225,0.912151472,0.39694853,0.45924997,0.914774349,0.852213025,0.023982543,0.752092797,0.917562083,0.063347151,0.231789973,0.181782797,0.105250866,0.12624578,0.072665118,0.077727226,0.086811242,0.977266937,0.452217872
226,0.928559004,0.395098008,0.435074023,0.915453584,0.845537938,0.029622145,0.743815984,0.91753552,0.041671621,0.261552127,0.304741391,0.121954207,0.134652349,0.132594881,0.080403775,0.097300359,0.979746648,0.45870746
227,0.944244285,0.390877921,0.39653385,0.914147951,0.838484488,0.036228464,0.733376156,0.917515753,0.100669588,0.277141511,0.355418806,0.135951688,0.141381994,0.209688967,0.079773327,0.209688967,0.984807124,0.535084981
228,0.943718588,0.38257828,0.349184493,0.916953933,0.843541865,0.043786996,0.720589764,0.917499926,0.053642066,0.294687572,0.396641174,0.150195563,0.157675396,0.243042502,0.096990529,0.243042502,0.989367595,0.669080636
229,0.932182922,0.372329624,0.693227777,0.91712467,0.845297673,0.045507313,0.706094676,0.917486301,0.124939291,0.317588241,0.419152948,0.159335341,0.171052275,0.226520106,0.104219367,0.149089643,0.993092053,0.713181459
230,0.916396284,0.361529592,0.728181824,0.916565978,0.83593919,0.043694257,0.6910289,0.917474283,0.046029228,0.347947614,0.404913854,0.170382123,0.175801261,0.201343359,0.095811748,0.136881686,0.996455529,0.668249221
231,0.897497806,0.350801901,0.759359099,0.918938079,0.822588263,0.044901689,0.675426988,0.917463885,0.087367663,0.377454022,0.393126188,0.178429697,0.182848562,0.190575422,0.092519558,0.13796342,0.997877735,0.667637129
232,0.878295402,0.339729886,0.78713432,0.920170936,0.809752772,0.044672471,0.659289708,0.917455094,0.103390667,0.387727176,0.362577924,0.180945166,0.190563792,0.1765221,0.091535484,0.137007765,0.998120069,0.662890739
233,0.858437295,0.328371111,0.813492841,0.920129593,0.798909504,0.043829347,0.642952019,0.917448553,0.036896984,0.391464286,0.340170833,0.182746623,0.192960117,0.169970532,0.08887852,0.136419318,0.998389723,0.639172552
234,0.836720161,0.316987192,0.839299144,0.919820675,0.789163132,0.045549022,0.625941278,0.917444981,0.140451901,0.425359078,0.332210741,0.192473358,0.201750916,0.164007487,0.088993463,0.13955794,0.998358205,0.632902642
235,0.815817535,0.305739868,0.862538294,0.919008181,0.782199918,0.042358521,0.609289071,0.917444426,0.063024562,0.376312847,0.314321226,0.179667885,0.191561801,0.154068539,0.084211363,0.131324556,0.998282499,0.64291989
236,0.798119037,0.29428607,0.88465986,0.916890688,0.77800546,0.042963374,0.593319472,0.917445978,0.043340987,0.410528036,0.277184662,0.184687599,0.194957702,0.143119814,0.086475232,0.142366988,0.99799357,0.62987978
237,0.782679708,0.283396977,0.90626208,0.915331068,0.776088722,0.043728502,0.576735225,0.917449169,0.041080744,0.423068978,0.239243547,0.190956762,0.196732824,0.134746311,0.088506673,0.145383595,0.997841127,0.629731754
238,0.770039869,0.273126606,0.927121435,0.912766534,0.774610636,0.044393126,0.559471904,0.917454036,0.032904441,0.44792438,0.207715558,0.198331892,0.198531789,0.11601241,0.08702964,0.14882388,0.997194859,0.622379586
239,0.762467509,0.262399631,0.94649572,0.907261047,0.773463299,0.045726147,0.541394101,0.917459736,0.039818553,0.484198422,0.160863506,0.206415152,0.204205472,0.096509857,0.08669963,0.153982734,0.996154912,0.618909893
240,0.759545489,0.252271746,0.961578816,0.905348174,0.774797478,0.046482333,0.522602367,0.91746434,0.01685681,0.513940177,0.092489341,0.214302687,0.207757405,0.071102373,0.087836232,0.158272534,0.994466531,0.604695826
241,0.756978548,0.242989134,0.973599077,0.905010898,0.775744815,0.049534155,0.502531733,0.917467293,0.115372239,0.56991111,0.067702836,0.229684981,0.221913656,0.050412234,0.085392622,0.169349489,0.990820925,0.589368059
