Frame,Center of Mass distance,Symmetry,Grounding,Arm fold,Leg fold,Kinetic Energy,Potential energy,Bone length coherence,Torque,Center velocity,extremity speed,extremity angular velocity (left arm),extremity angular velocity (right arm),extremity angular velocity (Left leg),extremity angular velocity (right leg),Partial joint attention,efficiency,Spatiality
1,0.9094862642116097,0.027385163306444426,1.0,0.8756065163448907,0.9071813370276633,0.0034241371529325835,0.4444444444444444,0.9364078341668826,0.09708798654133471,0.04500512720044955,0.004606405777920702,0.018618518467145927,0.024308228208071308,0.0030122041025246885,0.0017226019808226794,0.01609753000320646,0.805586317287805,0.2969671143916874
2,0.9102061115456447,0.030472365034271927,0.999666952632901,0.8765283382770463,0.9072372446384604,0.0034241371529325835,0.4444444444444444,0.9364094707146114,0.09708798654133471,0.04500512720044955,0.004606405777920702,0.018618518467145927,0.024308228208071308,0.0030122041025246885,0.0017226019808226794,0.01609753000320646,0.805586317287805,0.2969671143916874
3,0.9110006118906421,0.030638721842408123,0.9997419779947352,0.8773305294239678,0.9072244690864765,0.0021335656184292874,0.44454295891431383,0.9364162041235186,0.09886528023497002,0.02761502797330421,0.00980372074530525,0.01458482248964903,0.015272091014094338,0.0005610236995005645,0.0008746676029184545,0.011196342563903764,0.805586317287805,0.22951170933288487
4,0.91143477739808,0.029477755561793897,0.9998329870206124,0.8774460503209518,0.907131304558831,0.0006678946330469763,0.44453826837809324,0.9364242075665506,0.07557067663006886,0.0076470776612884385,0.00826185725936483,0.004136400503147255,0.004455570387949705,0.0010531432851128891,0.0019884348185818927,0.00322198908416136,0.7616035366907156,0.13412520222806837
5,0.9116288421001575,0.029855412158880594,0.9994510100697084,0.87738077177112,0.9071884530048038,0.000739037795982031,0.44457326681802894,0.9364249689743693,0.0544369935514077,0.008858578507515969,0.00409375235867362,0.003627322526893811,0.003736865452928639,0.002695609178579531,0.0018548929039902077,0.0027615704924334183,0.805586317287805,0.12624366901118367
6,0.9123660009237826,0.03080281857139626,0.9983308487978001,0.8777321523567125,0.9071691648928499,0.0028283716719049497,0.4447235900540938,0.9364098280067028,0.11499052724617644,0.035675853029411723,0.004208666775618628,0.016162897932990368,0.018548664941431026,0.007440979261449059,0.0020779281920662073,0.013016836077908022,0.7261130357871874,0.261539069170756
7,0.9120245381589211,0.03176390286243453,0.997632786735516,0.8774475060734959,0.9070639129239584,0.0005904420095570719,0.44487174557061004,0.9363864585684443,0.07584068892795258,0.002289815448535521,0.004492178742949578,0.0009925661145779399,0.002111871617219464,0.004018534449745382,0.0013408828800582358,0.004018534449745382,0.7537684695245194,0.09502933401765563
8,0.9119488603773892,0.03193498868725341,0.9975708092626964,0.8773118235004449,0.9070417661830346,0.00034546625735074277,0.4449348406407594,0.9363676646854534,0.07528413621461778,0.002011705737158381,0.002782691433123105,0.002665074538145984,0.0019851322291541784,0.000555674616523027,0.0015329086813765276,0.001743827537737561,0.7574760069341574,0.08931909835212265
9,0.9118724576398773,0.03206924330433544,0.9974762120673402,0.8774884288091518,0.9069886464622927,0.00034745684567892587,0.4449719371633056,0.9363534797647101,0.07572425818417367,0.0025312194370657676,0.0007215177636851115,0.0019710697222680026,0.0030993801908084824,0.00040102361178879955,0.0004812283341468989,0.0019014187174036822,0.7248749899806998,0.08283528908545805
10,0.9118227300966516,0.03232366092096878,0.9973848768442376,0.8776360999386028,0.9068681971213179,0.0003707633629773672,0.44499952335759546,0.9363396888390919,0.07295779988743686,0.0037122188050510937,0.0014478662663371749,0.002153716443791354,0.002140220155696689,0.0004744975364499394,0.0009686431036503915,0.001610226224808016,0.7112502675625285,0.10459174364042256
