Frame,Center of Mass distance,Symmetry,Grounding,Arm fold,Leg fold,Kinetic Energy,Potential energy,Bone length coherence,Torque,Center velocity
1,0.43104942831177145,0.8261083578662917,0.9999997357581295,0.9475066689685874,0.9999988520889628,0.23997577001137646,0.48573772887332983,0.14671834554753233,0.9524541743374313,0.24674631321849166
2,0.40741846683126076,0.8499195968871948,0.9617160878765927,0.942010331214008,0.9744563574821304,0.23997577001137646,0.48573772887332983,0.14241121208749372,0.9524541743374313,0.24674631321849166
3,0.40024981044023233,0.8529515490098053,0.951018146859768,0.946007414255834,0.983521904084918,0.07629260426784842,0.4908924133142315,0.13643976849532335,0.03425237253488586,0.06783368332472818
4,0.3916540592931081,0.853961086196859,0.9321390658868789,0.951916172425995,0.9639737467886633,0.09682307941536517,0.49541666486487484,0.12536221599475833,0.33130242647920227,0.0840271434472981
5,0.38792182844073736,0.8552471857161635,0.9245187515640155,0.9534087635114226,0.9563366919681445,0.03295645155329036,0.5004059160167114,0.1176332828192416,0.041549828587443376,0.021394685662278968
6,0.3835554112803834,0.8545223434501359,0.9164543862603466,0.9563849848647104,0.9532405996234471,0.04896078862704988,0.5024106475509768,0.11151268089707937,0.10132608010614587,0.04299895052659867
7,0.38029465487132386,0.8537317140418818,0.9104596980194632,0.9585446205716182,0.950789615618525,0.03838282404839085,0.5038359676297549,0.10624031901056673,0.1489114055207737,0.03145320881925473
8,0.37927717467842886,0.8527014418244718,0.908007430319234,0.9600571705713069,0.9483464878506243,0.020094218827891086,0.5048699404772641,0.10212883849664389,0.05075795878996095,0.015550401136238763
9,0.377226177995899,0.8509923208090469,0.9044811431187141,0.9616445174225772,0.9481058315749488,0.02622940233541549,0.5059023064514633,0.09855244412820902,0.1150096786939181,0.020498290386412425
10,0.377326213126462,0.8496074367487916,0.9046847305061092,0.9625955186224405,0.9506194381839652,0.019068511211209033,0.5067835125026132,0.0949927136942371,0.06559508367752091,0.006732605785182269
11,0.37855384393721325,0.8477264598560017,0.9070686235743453,0.9635990556196401,0.9496822114896465,0.022880844770453726,0.5061609520398457,0.09123028654959232,0.059890885194224475,0.01948300260165929
12,0.37785811080833975,0.8467473962127772,0.907156972817932,0.964279767249422,0.9484837632126958,0.029849041462248923,0.5051899878781944,0.08736626267160888,0.07808798754365663,0.027135395188021303
13,0.37955079201295755,0.8465269311996184,0.9092980975298794,0.9653301655624072,0.9434526884066777,0.025056333858629515,0.5040498334031859,0.08344103960159176,0.03971959215252498,0.016581475567535715
14,0.38004174254430373,0.8475854666371581,0.9089500783355823,0.9670807316385719,0.9363637617542514,0.034424298252107376,0.5026520427716564,0.07932720821702657,0.06736820896561126,0.016992771483973716
15,0.37900533747243825,0.8487265266843405,0.9080673541540119,0.9689079740613902,0.9309636475217435,0.033560142838735436,0.501880247140436,0.07529209982254312,0.09842260286167995,0.017576414412696955
16,0.3768156303057065,0.8503274871486098,0.9046417082657533,0.9708225694875593,0.9278092652620878,0.02632920363579226,0.5025967118025398,0.0713951030572236,0.13518282327839415,0.018548978212277724
17,0.37615876777828494,0.8508711029230662,0.9035646157482968,0.9722514756391136,0.9264145899014005,0.013060795267988569,0.5028281697021331,0.0679251108943209,0.07256024204062071,0.015770435472369098
18,0.3757675117826404,0.8516354445606454,0.902455256550572,0.9736864990461489,0.9268652725716824,0.01414523533255757,0.5016603779119458,0.06500777317389943,0.061602161959180675,0.017558823882181804
19,0.37526929356519617,0.8526813686879815,0.9015087672627644,0.9748657976770363,0.9235777100702979,0.020138410971328655,0.4996842639234154,0.06250399821121837,0.031183358502123983,0.02065727188828605
20,0.3688435685127575,0.8537342772565051,0.8908192770431522,0.9764369992997292,0.9202810506371519,0.05083202893558561,0.5010591412852157,0.06009804196081286,0.15637913075220272,0.04575358803654817
21,0.3655331376851082,0.8538305589652934,0.884883744382759,0.9785878262323946,0.9168429110904582,0.03101122618253975,0.5045459084149703,0.05784561718691835,0.048717728203070396,0.026116818654752825
22,0.3622626815086308,0.8547229130889142,0.8784964781986383,0.9810373849898808,0.9111709824041262,0.04133375265354368,0.5050682608092917,0.05565277091757244,0.17048810675306653,0.03971989316454019
23,0.36325700561699686,0.8549295649695181,0.8792301610475477,0.9829695323784392,0.9079324481880149,0.02043289013571763,0.5029085056524166,0.053639947884620065,0.056005378831562855,0.012158305676873668
24,0.36452029362507826,0.8532607377638641,0.8812898508045395,0.9852804795989778,0.9090833565487108,0.023855624308654375,0.4994095894077153,0.051851450052813455,0.10824441139410107,0.01472417156204398
25,0.3639155065511995,0.8523806738771341,0.8797418184060557,0.987322562417547,0.9107234095839474,0.016854292888653023,0.4978820423571151,0.05051471463354678,0.07094436443493064,0.00748259042665146
26,0.3621816601800799,0.8521112999906164,0.8784887956557166,0.9886823047717755,0.9168386601486475,0.0200316151419689,0.4984797568765899,0.049703032772978245,0.06558774642892914,0.019478526028982392
27,0.3612017774305244,0.8535013252830859,0.8762646994802261,0.989751288042015,0.9153464862102708,0.018596667217312398,0.4983785452703723,0.04907048393471137,0.0861698961812364,0.022881270840603526
28,0.3614279229046442,0.8552896447254771,0.8762001661196953,0.9893496017952467,0.9142999219751652,0.014365263503094321,0.4971584933403029,0.0484963946965719,0.0331307442756202,0.020056184819341974
29,0.35720450122167513,0.8565199952075793,0.8698052173926529,0.9892139187216639,0.9133426133035085,0.030099469343677115,0.49798841604656907,0.0479633986405014,0.0630634450823833,0.03395354017574916
30,0.35385165501135407,0.8577120195556531,0.8626158937276297,0.9904228150003718,0.9136375077848667,0.036857083361048,0.5006953545368178,0.04713635306150999,0.12679828860014297,0.04520029317705327
31,0.35135744726538576,0.859278953254109,0.8594084320583132,0.9905879810416113,0.9149601780741067,0.02239955129808432,0.5032370594068991,0.04664682537121547,0.03980420328264802,0.009688785158008615
32,0.3479288956680032,0.8595863086127202,0.8529842896681741,0.9913234359849757,0.9120562783543473,0.031332332987958546,0.5063139679262685,0.04629777161084804,0.07926190283531338,0.02548931705858624
33,0.34334366105534975,0.8600235583314884,0.8455982929043868,0.9914627651962173,0.9104308208750225,0.03191861558020111,0.5111644486700181,0.0460054137963376,0.14806230552258767,0.020028909008440243
34,0.3428005620260401,0.8598648754601061,0.844100197034884,0.9916763739648702,0.9118871349673929,0.011045199844461612,0.514866676466863,0.045805895952270824,0.045527210402944246,0.006976869889875546
35,0.3412254324280387,0.8597959285083637,0.8409426718945514,0.9924911342288476,0.9086274765679897,0.022458734797433093,0.5158284943022132,0.04555089336159954,0.11877460049715073,0.0247164969555389
36,0.34006546173821617,0.8593882420244008,0.8387362455677766,0.992695318824342,0.9086662201952668,0.009965474595503421,0.5168639919934066,0.04527693567658349,0.07357130706568599,0.006768263895736574
37,0.34062340364440774,0.8596376847667734,0.8396527729381938,0.9924698444332215,0.9097673192160731,0.009119878891232275,0.5175431216139267,0.04496584457106422,0.08759816244264827,0.008998757064531826
38,0.34121802466388973,0.8594975538689156,0.840540874899808,0.9916692759066104,0.9115714774232586,0.006978871113572759,0.5170630942215168,0.04469343527478912,0.03394851790293699,0.007732677508926349
39,0.34462155455824983,0.857911151226266,0.8460991947028045,0.9909597071679522,0.9136302367743182,0.02253599126242077,0.5152084492788152,0.044369948186091496,0.028157687209891705,0.015219278732093444
40,0.3509397021944557,0.8563031098947189,0.8561034020939039,0.9904436309958349,0.917529450370679,0.04401739814257951,0.5108115449327351,0.04397112228166333,0.17581521892601673,0.038555834144967875
41,0.35289666823873966,0.8558008814648518,0.8602688768654121,0.9892278457331826,0.9224037856358277,0.01614225789825054,0.5067299294014377,0.04355059264950736,0.0677323494151627,0.006537019800635326
42,0.35480479737843096,0.8548173622825807,0.8631928527009622,0.9876991254624158,0.9254823460783748,0.01880340915902948,0.505283145227615,0.043113285756733406,0.10930204865625515,0.020709059538019377
43,0.3544290851499517,0.854642270591384,0.8622632650075794,0.9870500262246741,0.9266255142446218,0.009635755203485086,0.5053850447046071,0.04273129976568638,0.05214137998758381,0.0042855160754671304
44,0.3542206867432786,0.8543493604976026,0.8610448137003837,0.9861891349743304,0.9241938281258579,0.017233092228582613,0.5068879426796455,0.04223473828587309,0.07786152382204273,0.006350267755712581
45,0.3534014501404673,0.853989877292297,0.8591710414820684,0.9860240803123687,0.9229322660559945,0.014407359606924257,0.5098552533518614,0.04165469736839785,0.040344625764795396,0.009619001290511874
46,0.3494956285743111,0.8551192884201302,0.8530849309804326,0.9853493591050283,0.9231091934741271,0.025923196349680034,0.5150993132627811,0.04101466512648724,0.08982941262162156,0.005811473901144528
47,0.3503336524053217,0.8565267105378939,0.8552222144209207,0.9846207820272649,0.9215352712022439,0.025746698224115683,0.5191367696953144,0.04027302653401356,0.05515680618522008,0.01375936133063251
48,0.3503355034853719,0.8580499750109143,0.8559666528299206,0.9820789016850663,0.9202194289593766,0.03342222787653575,0.5220681570272876,0.03950132797079674,0.03667767555950205,0.021273569822741003
49,0.3481847028542916,0.8621245154669616,0.8538293693894295,0.9766378459296902,0.9184078455576352,0.05674978141307819,0.5285011187650714,0.03867737526763672,0.03288885176150535,0.01921085168978926
50,0.34571677119503413,0.8672276654656121,0.8502562186770973,0.9674961587091623,0.9105280502993995,0.08708271946583473,0.5391399658664293,0.03779749793558712,0.026669422932860846,0.01367561226691909
51,0.3421396130821615,0.8730619302649432,0.8458825469924439,0.9553732723121323,0.8998513556277253,0.11571352165117756,0.5542515577424554,0.03680283740338761,0.024464617750980792,0.00695165086395546
52,0.3353463447734687,0.8799622973679574,0.8369154828956139,0.9405285112755152,0.8846139195719109,0.14444655435964968,0.574306631323814,0.03579827990880936,0.02646749051071958,0.04166952402655879
53,0.34307911081524806,0.8845415584825963,0.833284713111376,0.9223794153410695,0.8332796013139515,0.1706204999969749,0.5772207804211639,0.035496844296946335,0.03873369969932061,0.1982588957903012
54,0.33259392245588726,0.8854839124311238,0.8076880166087845,0.8998097370604229,0.7933177730499678,0.16132290892954465,0.5802193075173575,0.035483268377632625,0.08299204911099445,0.12287457545233238
55,0.3365113893070404,0.8781916546852282,0.8076603594542722,0.8754866062216949,0.7648879149229346,0.20110762771032947,0.6030291603368468,0.03500846067882407,0.14866302787040048,0.14639886702390711
56,0.3245118911167376,0.8748632939276006,0.790108053643759,0.8481833907998488,0.746760843350833,0.2126450780861107,0.6309774711487428,0.03354668132188487,0.29100897941131554,0.21509479366229528
57,0.3365071489500232,0.8583297213333901,0.811985631118523,0.8299506933559898,0.7364183068593498,0.29358983147024575,0.6513912545765564,0.030605850029418,0.28073149969578975,0.2765276427079874
58,0.3477661374176564,0.8462065816607179,0.8419536945428898,0.8213753748712553,0.7666204527888525,0.28798632118002115,0.6476402683343503,0.025988751560094347,0.022576584603152507,0.1658896357773795
59,0.3776032674634488,0.8231672591396473,0.8981338261577806,0.816870099794782,0.815582304174078,0.3641039091671373,0.6161264710305199,0.0201820253693805,0.02255100542083024,0.15831328639975198
60,0.40304301143934074,0.8119351936750308,0.9479735551003659,0.8189190013523923,0.8580955288834935,0.4034485238796613,0.5615646730617191,0.013814257859000274,0.04271583763528964,0.09534080591683658
61,0.41298845605152,0.8134108009522938,0.961717624385177,0.8166016241721306,0.8662944219783687,0.42710896891974187,0.5057868842437303,0.008009168506283491,0.1083850779855384,0.1360428065915419
62,0.406869810921069,0.823507075080564,0.9474457644017266,0.8048819225503258,0.8416917232732263,0.4815958548370512,0.459793835202833,0.003315303826583063,0.026600176016895568,0.08724108330255224
63,0.4041290723819652,0.837769836979394,0.9331416377380077,0.7919260149616151,0.8141570534769366,0.4911063201281489,0.41533774477877505,0.00039427047698828335,0.030025309872943648,0.15308391075293837
64,0.39219582376191686,0.8542902134668292,0.9014864878882958,0.7926693839876463,0.7901448592087646,0.4959398858367527,0.3682677250084166,0.0,0.02626960016252244,0.19324150889411842
65,0.37936445101043836,0.8748257175252001,0.8758429278738891,0.7975235931941289,0.7824999576478852,0.4864279125255879,0.32445478118249227,0.002235977876776615,0.3508594304612582,0.18830252862317956
66,0.37899262389741756,0.8896396294268125,0.864461240537139,0.8161995204173084,0.7668063301813977,0.4423822787305934,0.2814352758950921,0.00727648707221135,0.5883206178181397,0.24513768974486694
67,0.37382387007995577,0.8962418000363571,0.846787550548483,0.8382883614269001,0.7376736118133006,0.3478352419319524,0.24826186164535233,0.014819435555175384,0.06589133436163412,0.12009628402687102
68,0.3802664320765631,0.9062971690015129,0.8489686244836177,0.8557060946904946,0.7230669762491815,0.3350731605025347,0.22179230995582624,0.024653213945474726,0.5309219772522761,0.22965649195786705
69,0.386767428671627,0.9100679157828117,0.8531947913441972,0.8814228883615832,0.7259374720148761,0.26929107595623625,0.19098559603819562,0.036559149101654934,0.028764149302393658,0.18444009959730281
70,0.4015854956161539,0.9188234855203706,0.8694595029612308,0.884523530917839,0.733974069029587,0.28610980508154965,0.16205916907857798,0.05040850019260807,0.14483498245402734,0.25870335303129677
71,0.4203014197671189,0.9237952633975792,0.8946797548607132,0.8850549258410487,0.7634660439599454,0.2622793484184992,0.135806390734924,0.06590418385908185,0.03683542454081877,0.2617565269863947
72,0.4423783858599757,0.9270542163989366,0.9240708593117505,0.8734535952088125,0.7912767298985528,0.2880684871233432,0.11522022135425426,0.08285668666359204,0.19085713877111754,0.28004401838781323
73,0.45798565205522257,0.929173023707429,0.9423414828853325,0.8545782842069191,0.7971293004082567,0.25286117183706114,0.10373770621913275,0.10072200044195743,0.10282201078766277,0.19933691376611412
74,0.45551919106526995,0.934125007614055,0.9320491801347107,0.8295655628078005,0.784971293166477,0.215141938972458,0.1105599926540199,0.11883157872055262,0.08395888074483498,0.11032746178270335
75,0.44023221041454463,0.935528004633433,0.902253973926055,0.8107027014578979,0.7472926457058919,0.21107741054041998,0.14190901816937201,0.13623357792862886,0.07891537223373082,0.12011727571907621
76,0.42192129332790074,0.9279453500379063,0.8642422880639034,0.791073390999893,0.6738670127448668,0.26640579131013153,0.19006765236866005,0.15211516680793385,0.18023109234945328,0.26391493978550234
77,0.3982553109500202,0.9127539804242273,0.8199286122440491,0.7693728649886299,0.6076991689075679,0.3490724947758809,0.24941861045067118,0.16613537710703585,0.23416910479325015,0.35756778278844514
78,0.3778336053349759,0.8828067847162417,0.7813261388313119,0.7623585035747324,0.5494808479096775,0.4375841937839655,0.30797148264159313,0.1784204473043837,0.12040462357055405,0.4353326397555214
79,0.35745671219887215,0.8450597660122319,0.7453003903141152,0.7622537458575244,0.51949395961385,0.5098609500345044,0.36282183140918295,0.1887953455537881,0.04146565212571369,0.45851385599931
80,0.3499695407264101,0.8023731326845037,0.7303962570483046,0.763818284023952,0.4916192211768036,0.5230234371599225,0.4116564343247955,0.19680318544547967,0.4768798014573638,0.4260782473852931
81,0.3372964631455875,0.7502165330531432,0.7054233830308608,0.7636406640607973,0.45195920467885264,0.6369699100658099,0.4583674497133654,0.20247690330568993,0.23197344778039572,0.5611960912235683
82,0.3439826000446531,0.6862482079290754,0.7086300764458866,0.7560001933821738,0.40128423158497184,0.7123184134761854,0.4984588879107687,0.20585235214948933,0.21619894722976654,0.6285546884417237
